pathway,main_class,sub_class,source,confidence,created_at
Platelet alpha granule,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:49:18.742692
Serine-type endopeptidase complex,Cellular Processes,Protein Complex Assembly,GO_CC,0.9,2026-01-27T18:49:18.842615
A band,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:49:18.938483
MHC class Ib protein complex,Immune System,Antigen Presentation,GO_CC,0.9,2026-01-27T18:49:19.035707
Transcription factor TFTC complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:49:19.131305
Lamellipodium,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:49:22.451482
Vacuole,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:22.558519
Golgi stack,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:22.684527
Calpain complex,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:49:22.796126
Ciliary plasm,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:22.903952
Chromatoid body,Cellular Processes,RNA Processing,GO_CC,0.9,2026-01-27T18:49:23.006692
Tertiary granule lumen,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:23.115795
Dendritic spine membrane,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:49:23.226400
Platelet alpha granule lumen,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:26.449031
"Mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)",Metabolism,Energy Metabolism,GO_CC,0.9,2026-01-27T18:49:26.547241
Tubular endosome,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:49:26.639221
Polysome,Genetic Information Processing,Translation Initiation,GO_CC,0.9,2026-01-27T18:49:26.747702
Molybdopterin synthase complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:26.855386
Mitochondrial nucleoid,Genetic Information Processing,Chromatin Modification,GO_CC,0.9,2026-01-27T18:49:26.961836
Histone deacetylase complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:49:27.061062
CMG complex,Genetic Information Processing,DNA Replication,GO_CC,0.9,2026-01-27T18:49:27.159450
Male germ cell nucleus,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:31.473618
CCR4-NOT core complex,Cellular Processes,RNA Processing,GO_CC,0.9,2026-01-27T18:49:31.575823
FAR/SIN/STRIPAK complex,Cellular Processes,Signal Transduction,GO_CC,0.9,2026-01-27T18:49:31.669337
Atg12-Atg5-Atg16 complex,Cellular Processes,Autophagy,GO_CC,0.9,2026-01-27T18:49:31.763292
Core TFIIH complex portion of holo TFIIH complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:49:31.856694
Anchoring junction,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:49:31.964164
Melanosome,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:32.069982
Golgi medial cisterna,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:32.166509
T-tubule,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:35.787562
Basolateral part of cell,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:49:35.892110
"RNA polymerase II, holoenzyme",Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:49:36.000192
Cytoskeleton,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:49:36.102372
Methyltransferase complex,Genetic Information Processing,RNA Editing and Processing,GO_CC,0.9,2026-01-27T18:49:36.206201
Cation-transporting ATPase complex,Cellular Processes,Ion Transport,GO_CC,0.9,2026-01-27T18:49:36.299412
Sodium channel complex,Cellular Processes,Ion Channel Regulation,GO_CC,0.9,2026-01-27T18:49:36.409863
Methionine adenosyltransferase complex,Metabolism,Amino Acid Metabolism,GO_CC,0.9,2026-01-27T18:49:36.515965
TIM22 mitochondrial import inner membrane insertion complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:39.933735
Stereocilium tip,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:49:40.039079
RSC-type complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:40.139596
Integral component of peroxisomal membrane,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:40.236755
Septin ring,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:49:40.340754
Axoneme,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:40.458233
Senescence-associated heterochromatin focus,Cellular Processes,Chromatin Modification,GO_CC,0.9,2026-01-27T18:49:40.568311
Mitochondrial protein-containing complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:40.654154
Multimeric ribonuclease P complex,Genetic Information Processing,RNA Processing,GO_CC,0.9,2026-01-27T18:49:43.983843
Cell cortex region,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:49:44.086427
CBM complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:44.179144
Brush border,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:49:44.273451
Protein kinase CK2 complex,Signal Transduction,Protein Kinase Signaling,GO_CC,0.9,2026-01-27T18:49:44.366805
Adherens junction,Cellular Processes,Cell Junction Dynamics,GO_CC,0.9,2026-01-27T18:49:44.463116
Eukaryotic translation initiation factor 4F complex,Genetic Information Processing,Translation Initiation,GO_CC,0.9,2026-01-27T18:49:44.550069
Nucleus,Cellular Processes,Nuclear Organization,GO_CC,0.9,2026-01-27T18:49:44.659455
Blood microparticle,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:48.096871
GBAF complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:48.198657
Axonemal microtubule,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:49:48.303431
"Retromer, tubulation complex",Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:49:48.414140
Dendrite terminus,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:49:48.513559
Weibel-Palade body,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:48.614417
Intrinsic component of organelle membrane,Cellular Processes,Intracellular Membrane Organization,GO_CC,0.9,2026-01-27T18:49:48.714498
Integrator complex,Genetic Information Processing,RNA Editing and Processing,GO_CC,0.9,2026-01-27T18:49:48.826208
TEAD-YAP complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:52.063767
Condensin complex,Cellular Processes,Chromosome Segregation,GO_CC,0.9,2026-01-27T18:49:52.166265
Meiotic nuclear membrane microtubule tethering complex,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:49:52.260450
Ciliary tip,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:49:52.362062
Mitochondrial pyruvate dehydrogenase complex,Metabolism,Energy Metabolism,GO_CC,0.9,2026-01-27T18:49:52.469057
Anchored component of synaptic membrane,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:49:52.567537
Lysosomal HOPS complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:52.664719
Perinuclear region of cytoplasm,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:52.761083
Proton-transporting two-sector ATPase complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:55.845258
MSL complex,Cellular Processes,Chromatin Modification,GO_CC,0.9,2026-01-27T18:49:55.950902
PcG protein complex,Cellular Processes,Gene Regulation,GO_CC,0.9,2026-01-27T18:49:56.044906
Vesicle,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:49:56.139780
Spindle pole,Cell Cycle,Spindle Assembly Checkpoint,GO_CC,0.9,2026-01-27T18:49:56.238282
Respirasome,Metabolism,Energy Metabolism,GO_CC,0.9,2026-01-27T18:49:56.336675
Endoplasmic reticulum-plasma membrane contact site,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:49:56.447271
Axon,Developmental Biology,Neural Development,GO_CC,0.9,2026-01-27T18:49:56.551373
Plasma membrane bounded cell projection,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:00.246381
Integral component of Golgi membrane,Cellular Processes,Membrane Structure,GO_CC,0.9,2026-01-27T18:50:00.354756
cAMP-dependent protein kinase complex,Signal Transduction,cAMP Signaling,GO_CC,0.9,2026-01-27T18:50:00.460374
Proton-transporting V-type ATPase complex,Cellular Processes,Proton Transport,GO_CC,0.9,2026-01-27T18:50:00.569084
Organelle membrane,Cellular Processes,Membrane Structure,GO_CC,0.9,2026-01-27T18:50:00.666590
Peroxisome,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:00.767926
Cytosol,Cellular Processes,Cytosolic Function,GO_CC,0.9,2026-01-27T18:50:00.880766
Mitochondrial outer membrane translocase complex,Cellular Processes,Protein Translocation,GO_CC,0.9,2026-01-27T18:50:00.981414
Extracellular vesicle,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:50:04.403214
SCF ubiquitin ligase complex,Cellular Processes,Ubiquitin-Proteasome Pathway,GO_CC,0.9,2026-01-27T18:50:04.502794
Nucleolus,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:04.603038
Phosphorylase kinase complex,Signal Transduction,Calcium Signaling,GO_CC,0.9,2026-01-27T18:50:04.705152
Toll-like receptor 2-Toll-like receptor 6 protein complex,Immune System,Toll-like Receptor Signaling,GO_CC,0.9,2026-01-27T18:50:04.811519
Cellular anatomical entity,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:04.916258
Nuclear cap binding complex,Genetic Information Processing,mRNA Splicing,GO_CC,0.9,2026-01-27T18:50:05.010734
Bcl-2 family protein complex,Apoptosis,Bcl-2 Family Regulation,GO_CC,0.9,2026-01-27T18:50:05.117353
Integral component of postsynaptic membrane,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:50:09.251691
Endoplasmic reticulum tubular network,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:09.354469
MLL1 complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:50:09.463901
9+2 motile cilium,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:50:09.563453
snRNA-activating protein complex,Genetic Information Processing,RNA Editing and Processing,GO_CC,0.9,2026-01-27T18:50:09.667016
Caveolar macromolecular signaling complex,Signal Transduction,Caveolar Signaling,GO_CC,0.9,2026-01-27T18:50:09.768810
Kinesin complex,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:50:09.870983
Activin receptor complex,Signal Transduction,TGF-beta Signaling,GO_CC,0.9,2026-01-27T18:50:09.973329
DNA replication factor C complex,Genetic Information Processing,DNA Replication,GO_CC,0.9,2026-01-27T18:50:13.575866
"Retromer, cargo-selective complex",Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:50:13.679383
External side of plasma membrane,Cellular Processes,Membrane Organization,GO_CC,0.9,2026-01-27T18:50:13.762218
ficolin-1-rich granule lumen,Immune System,Antigen Presentation,GO_CC,0.9,2026-01-27T18:50:13.851075
Membrane protein complex,Cellular Processes,Membrane Protein Organization,GO_CC,0.9,2026-01-27T18:50:13.948665
Inhibitory synapse,Cellular Processes,Synaptic Transmission,GO_CC,0.9,2026-01-27T18:50:14.047770
Nuclear inclusion body,Cellular Processes,Protein Aggregation,GO_CC,0.9,2026-01-27T18:50:14.143509
Dendrite cytoplasm,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:50:14.245570
Microtubule associated complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:18.057418
Striated muscle thin filament,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:50:18.148639
Neuronal cell body membrane,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:50:18.238560
Cleavage furrow,Cellular Processes,Cytokinesis,GO_CC,0.9,2026-01-27T18:50:18.326441
Polycystin complex,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:50:18.428348
Gamma-delta T cell receptor complex,Immune System,T Cell Receptor Signaling,GO_CC,0.9,2026-01-27T18:50:18.531615
RNA polymerase II transcription regulator complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:50:18.621457
bBAF complex,Cellular Processes,Chromatin Modification,GO_CC,0.9,2026-01-27T18:50:18.735211
Presynapse,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:50:22.572873
Apical plasma membrane urothelial plaque,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:22.676960
Spindle midzone,Cell Cycle,Spindle Assembly Checkpoint,GO_CC,0.9,2026-01-27T18:50:22.796297
trans-Golgi network membrane,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:50:22.902188
90S preribosome,Genetic Information Processing,Ribosome Biogenesis,GO_CC,0.9,2026-01-27T18:50:23.011174
Lysosome,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:23.118312
Actin cytoskeleton,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:50:23.235337
glycerol-3-phosphate dehydrogenase complex,Metabolism,Glycerol Metabolism,GO_CC,0.9,2026-01-27T18:50:23.324989
tRNA-intron endonuclease complex,Genetic Information Processing,RNA Editing and Processing,GO_CC,0.9,2026-01-27T18:50:27.469614
Chaperonin-containing T-complex,Cellular Processes,Protein Folding and Assembly,GO_CC,0.9,2026-01-27T18:50:27.568798
Proton-transporting ATP synthase complex,Cellular Processes,ATP Synthesis,GO_CC,0.9,2026-01-27T18:50:27.677191
Catenin complex,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:50:27.780095
Voltage-gated calcium channel complex,Signal Transduction,Calcium Signaling,GO_CC,0.9,2026-01-27T18:50:27.883485
Vesicle membrane,Cellular Processes,Membrane Organization,GO_CC,0.9,2026-01-27T18:50:27.985332
Ciliary membrane,Cellular Processes,Ciliary Function,GO_CC,0.9,2026-01-27T18:50:28.077763
Excitatory synapse,Cellular Processes,Synaptic Transmission,GO_CC,0.9,2026-01-27T18:50:28.178919
Somatodendritic compartment,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:31.948688
THO complex part of transcription export complex,Genetic Information Processing,mRNA Splicing,GO_CC,0.9,2026-01-27T18:50:32.050598
Nuclear pore nuclear basket,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:32.144179
Cytoplasmic side of plasma membrane,Cellular Processes,Cell Polarity Establishment,GO_CC,0.9,2026-01-27T18:50:32.253467
Nuclear lumen,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:32.364264
GINS complex,Genetic Information Processing,DNA Replication,GO_CC,0.9,2026-01-27T18:50:32.475268
alphav-beta3 integrin-IGF-1-IGF1R complex,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:50:32.580567
Mitochondrial isocitrate dehydrogenase complex (NAD+),Metabolism,Energy Metabolism,GO_CC,0.9,2026-01-27T18:50:32.680119
Intercalated disc,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:50:36.395654
DNA replication factor A complex,Genetic Information Processing,DNA Replication,GO_CC,0.9,2026-01-27T18:50:36.508746
Clathrin-coated pit,Cellular Processes,Endocytosis and Exocytosis,GO_CC,0.9,2026-01-27T18:50:36.611061
Chloride channel complex,Cellular Processes,Ion Channel Regulation,GO_CC,0.9,2026-01-27T18:50:36.702041
Centriole,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:36.790840
Katanin complex,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:50:36.886975
Noc4p-Nop14p complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:36.989991
Delta DNA polymerase complex,Genetic Information Processing,DNA Replication,GO_CC,0.9,2026-01-27T18:50:37.093193
Equatorial microtubule organizing center,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:40.412657
Sex chromosome,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:50:40.556231
DNA-directed RNA polymerase complex,Genetic Information Processing,Translation Initiation,GO_CC,0.9,2026-01-27T18:50:40.656920
Phagophore assembly site membrane,Cellular Processes,Autophagy,GO_CC,0.9,2026-01-27T18:50:40.741171
Sheet-forming collagen trimer,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:50:40.837644
Nascent polypeptide-associated complex,Cellular Processes,Protein Folding and Assembly,GO_CC,0.9,2026-01-27T18:50:40.938176
Axonemal outer doublet,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:50:41.042501
Clathrin complex,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:50:41.137978
Neuron projection,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:50:44.708676
Mitochondrial intermembrane space protein transporter complex,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:44.830118
Radial spoke,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:50:44.929117
Desmosome,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:50:45.041729
Inflammasome complex,Immune System,Inflammasome Activation,GO_CC,0.9,2026-01-27T18:50:45.146071
Nuclear RNA export factor complex,Genetic Information Processing,RNA Editing and Processing,GO_CC,0.9,2026-01-27T18:50:45.245542
T cell receptor complex,Immune System,T Cell Receptor Signaling,GO_CC,0.9,2026-01-27T18:50:45.347993
Endopeptidase Clp complex,Cellular Processes,Protein Degradation,GO_CC,0.9,2026-01-27T18:50:45.460338
I band,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:48.680782
beta-catenin-TCF complex,Signal Transduction,Wnt Signaling,GO_CC,0.9,2026-01-27T18:50:48.789335
Endomembrane system,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:50:48.881438
Photoreceptor disc membrane,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:48.982126
Super elongation complex,Genetic Information Processing,Transcriptional Regulation,GO_CC,0.9,2026-01-27T18:50:49.073038
Neuronal dense core vesicle,Cellular Processes,Vesicle Transport,GO_CC,0.9,2026-01-27T18:50:49.167090
Nuclear pore,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:49.267471
HCN channel complex,Cellular Processes,Ion Channel Regulation,GO_CC,0.9,2026-01-27T18:50:49.364472
Sperm flagellum,Cellular Processes,Organelle Organization,GO_CC,0.9,2026-01-27T18:50:52.567359
Junctional membrane complex,Cellular Processes,Cell Adhesion,GO_CC,0.9,2026-01-27T18:50:52.672478
Filopodium,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:50:52.771530
Euchromatin,Genetic Information Processing,Chromatin Modification,GO_CC,0.9,2026-01-27T18:50:52.878461
I-kappaB/NF-kappaB complex,Signal Transduction,NF-kappa B Signaling,GO_CC,0.9,2026-01-27T18:50:52.975661
Translation preinitiation complex,Genetic Information Processing,Translation Initiation,GO_CC,0.9,2026-01-27T18:50:53.068059
Glial cell projection,Cellular Processes,Cytoskeletal Dynamics,GO_CC,0.9,2026-01-27T18:50:53.159898
