Gene,fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841_log2FC,fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841_p-value,fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841_adj-p-value,Status,Normalized_Gene,HGNC_Synonyms,Patient_LFC_mean,Cohort_LFC_mean,Patient_LFC_Trend,Cohort_LFC_Trend,Trend_Consensus,DCS,CSC,CFC,keep,novel,JL_score,CGC,Gene_Score,Disorder_Score,Disorder_Type,PPI_Degree,PPI_Avg_Score,PPI_Score,Composite_Score,Tier,Non_CGC_Composite_Score,Non_CGC_Tier,Rank,Score,Confidence,Justification
DAG1,-1.026,0.0204951,0.284355,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,DAG1,156DAG;A3a;AGRNR;DAG;LGMDR16;MDDGA9;MDDGC7;MDDGC9,-1.026,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,1.0,0.422,0.422,0.005171401828044099,Tier 3,0.005171401828044099,Tier 3,549,27.0,Low,"Disease specificity: Low (15/100) — DAG1 (dystroglycan) is not part of the SLE gene list and is primarily structural. Patient signal: Moderate (55/100) — |LFC|=1.026 (Patient_LFC_mean=-1.026), adjusted p-value=NA, CSC=0, DCS=-1, meeting the |LFC|≥1 threshold. Functional: Limited (25/100) — membrane extracellular matrix receptor with low immune PPI (PPI_Degree=1.0) and no clear role in canonical SLE pathways. Clinical: Minimal (10/100) — no lupus-targeted therapies; Evidence: Minimal (20/100) — limited to non-immune literature with little SLE linkage."
RDH11,-1.00778,0.00213018,0.0980263,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,RDH11,ARSDR1;CGI82;HCBP12;MDT1;PSDR1;RALR1;RDJCSS;SCALD;SDR7C1,-1.00778,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0023685882309768713,Tier 3,0.0023685882309768713,Tier 3,550,27.0,Low,"Disease: 10 (0-39: low lupus specificity). Patient: 55 (50-69 bracket) based on |LFC|=1.00778, adj_P_value=NA. Functional: 30 (0-29/30: metabolic enzyme, limited immune links), PPI_Degree=NA, retinol dehydrogenase family member. Clinical: 20 (0-29: no lupus clinical role). Evidence: 20 (0-29: minimal lupus-focused evidence)."
USP53,1.03182,0.00379754,0.131377,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,USP53,PFIC7,1.03182,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,1.0,0.733,0.733,0.006505376497465975,Tier 3,0.006505376497465975,Tier 3,551,27.0,Low,"Disease specificity: Low (15/100). Patient signal: Moderate (55/100) — |LFC|=1.03182, adj P=NA, CSC=0, DCS=-1. Functional: Low (30/100), PPI_Degree=1, member of deubiquitinase family with limited functional/immune data. Clinical: Low (10/100). Evidence: Low (10/100)."
ANKRD36BP2,1.61396,0.0106309,0.212438,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,ANKRD36BP2,,1.61396,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.002633386896638939,Tier 3,0.002633386896638939,Tier 3,552,27.0,Low,"Disease specificity: 15/100 (low — not a known lupus gene). Patient signal: 75/100 with Patient_LFC_mean = 1.61396 and Patient_adj_P_value = NA (CSC=0, DCS=-1) indicating modest cohort upregulation. Functional: 10/100 (PPI_Degree = NA, likely poorly characterized pseudogene/duplication product with limited functional data). Clinical: 5/100 (no clinical relevance). Evidence: 10/100 (very limited supporting literature)."
TMEM86A,-1.3408,0.0331743,0.347202,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,TMEM86A,,-1.3408,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0008385355808451793,Tier 3,0.0008385355808451793,Tier 3,553,27.0,Low,"Disease specificity 20/100 (0-39): no established link to SLE. Patient signal 55/100 (50-69): |LFC|=1.3408, adjusted p=NA. Functional 20/100 (0-29): PPI_Degree=NA and poorly characterized in immune pathways. Clinical 10/100 (0-29): no known clinical relevance. Evidence 10/100 (0-29): minimal supporting literature for autoimmune disease."
DGCR11,1.00118,0.00366167,0.128014,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,DGCR11,DGS-D,1.00118,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0018998173461648217,Tier 3,0.0018998173461648217,Tier 3,554,27.0,Low,"Disease specificity: Low (20/100) — DGCR11 is not in the provided SLE gene set. Patient signal: Moderate (50/100) — |LFC|=1.001 (Patient_LFC_mean=1.00118), adjusted p-value=NA, CSC=0, DCS=-1, meeting the |LFC|≥1 threshold. Functional: Limited (25/100) — poorly characterized gene in the DiGeorge region with no clear immune-centric PPI (PPI_Degree=NA). Clinical: Minimal (10/100) — no lupus-related clinical relevance. Evidence: Minimal (15/100) — sparse functional or disease-focused literature relevant to SLE."
CPT1B,1.31348,0.000395189,0.0455659,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,CPT1B,CPT1-M;CPT1M;CPTI;CPTI-M;M-CPT1;MCCPT1;MCPT1,1.31348,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0052159474601164895,Tier 3,0.0052159474601164895,Tier 3,555,27.0,Low,"Disease: Low (0-39) — disease specificity subscore 20 (metabolic gene, no established SLE link; Gene_Score=NA). Patient Signal: Moderate (50-69) — subscore 55 with |LFC|=1.31348 (adj P_value=NA); Function: Low (0-29) — subscore 20 (PPI_Degree=NA, metabolic enzyme, limited immune network role); Clinical: Low (0-29) — subscore 10 (no SLE clinical relevance); Evidence: Limited (20) — subscore 20. Overall weighted composite = 27."
SUGT1P1,1.52067,0.00223814,0.0999697,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,SUGT1P1,,1.52067,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.004295360053871893,Tier 3,0.004295360053871893,Tier 3,556,27.0,Low,"Disease Specificity=10 (very low; pseudogene/nonannotated for lupus); Patient Signal=65 (moderate; Patient_LFC_mean=1.52067 but p=NA so signal uncertain); Functional=30 (low; PPI_Degree=NA, likely poorly characterized/pseudogenic); Clinical=5 (no clinical relevance); Evidence=10 (minimal published support). Despite a relatively large LFC, lack of annotation, functional data and clinical/evidence support make this a low‑priority candidate for SLE."
LOC253039,1.36267,0.0224606,0.297314,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,LOC253039,,1.36267,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.001227607697775055,Tier 3,0.001227607697775055,Tier 3,557,27.0,Low,"Disease specificity: Low (20/100, bracket 0-39) — no known lupus relevance. Patient signal: Modest (66/100, bracket 50-69) with Patient_LFC_mean=1.36267 (adj P = NA, −log10(p)=NA), CSC=0, DCS=-1 meeting the |LFC|≥1 criterion but p-value missing. Functional: Minimal (10/100, bracket 0-29) — PPI_Degree=NA, predicted noncoding/uncharacterized. Clinical: Minimal (5/100, bracket 0-29). Evidence: Minimal (5/100, bracket 0-29)."
BMS1P1,1.76132,3.08916e-06,0.00231143,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,BMS1P1,,1.76132,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.016222679868041018,Tier 3,0.016222679868041018,Tier 3,558,26.0,Low,"Disease specificity: 10 (0-39) — BMS1P1 appears to be a pseudogene/poorly characterized locus with no lupus-specific role. Patient signal: 65 (50-69) — Patient_LFC_mean = 1.76132, adjusted p = NA (LFC>1.5 suggests a stronger expression change but p-value unavailable); CSC=0, DCS=-1. Functional: 20 (0-29) — PPI_Degree = NA and likely noncoding/uncharacterized. Clinical: 10 (0-29) — no clinical relevance. Evidence: 10 (0-29) — negligible literature linking to SLE."
FAM21C,-1.41972,0.017944,0.266951,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,WASHC2C,FAM21A;FAM21C;VPEF,-1.41972,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0015961528147152774,Tier 3,0.0015961528147152774,Tier 3,559,26.0,Low,"Disease specificity: 15 (low, 0-39) — no established lupus relevance; Gene_Score/Disorder_Score NA. Patient signal: 58 (50-69 bracket) — Patient_LFC_mean = -1.41972 (|LFC|≥1) but adjusted p-value NA, limiting statistical confidence. Functional: 20 — PPI_Degree NA; FAM21C not a known core immune regulator. Clinical: 10 (0-29) — no trial/therapeutic relevance in SLE. Evidence: 10 (0-29) — sparse supporting literature for lupus."
GRAMD3,-1.58295,0.033618,0.349647,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,GRAMD2B,GRAMD3;NS3TP2,-1.58295,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0012450948962841135,Tier 3,0.0012450948962841135,Tier 3,560,26.0,Low,"Disease specificity: Low (11/100) — no established lupus association. Patient signal: Moderate (60/100) — Patient_LFC_mean = -1.58295 (meets |LFC|≥1.5), adj P = NA. Functional: Low (30/100) — membrane/Golgi-associated domain protein, PPI_Degree = NA. Clinical: Very low (5/100) — no therapeutic/biomarker role. Evidence: Minimal (5/100) — scant SLE-specific literature."
FLJ45445,1.04234,0.00633758,0.168762,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,FLJ45445,,1.04234,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0015622903808316824,Tier 3,0.0015622903808316824,Tier 3,561,26.0,Low,"Disease specificity 20/100 (low — uncharacterized, no lupus linkage). Patient signal 60/100 (|LFC|=1.04234 meets the |LFC|≥1 criterion; adjusted P-value = NA). Functional 10/100 (PPI_Degree = NA; likely noncoding/uncharacterized). Clinical 10/100 (no clinical data). Evidence 10/100 (minimal literature). Modest cohort expression change is insufficient to raise confidence without mechanistic or clinical support."
C19orf10,-1.49091,0.000223684,0.0359013,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,MYDGF,C19orf10;EUROIMAGE1875335;IL25;IL27;IL27w;R33729_1;SF20,-1.49091,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.006714803336130883,Tier 3,0.006714803336130883,Tier 3,562,26.0,Low,"Disease specificity low (15/100): no known association with SLE and disorder metrics NA. Patient signal moderate (60/100): mean LFC = -1.49091, adj P = NA, CSC = 0, DCS = -1 indicating modest down‑regulation in patients without p‑value support. Functional evidence limited (20/100; PPI_Degree = NA, likely uncharacterized), clinical relevance minimal (10/100), and literature support minimal (10/100)."
FLJ44511,-1.47406,0.0439841,0.395315,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,FLJ44511,,-1.47406,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0007550354129225562,Tier 3,0.0007550354129225562,Tier 3,563,26.0,Low,Disease specificity 20/100 (low — uncharacterized locus with no lupus association). Patient signal 60/100 (|LFC|=1.47406 meets the |LFC|≥1 criterion; adjusted P-value = NA). Functional 10/100 (PPI_Degree = NA; likely uncharacterized/noncoding). Clinical 10/100 (no clinical relevance reported). Evidence 10/100 (minimal literature linking to SLE). Overall this is a low-confidence candidate with modest expression change but no disease-specific support.
WBP2NL,1.29936,0.0366192,0.362446,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,WBP2NL,GRAMD7;PAWP,1.29936,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.698,1.396,0.009764084863471191,Tier 3,0.009764084863471191,Tier 3,564,26.0,Low,"Disease specificity: Minimal (5/100) — WBP2NL is not associated with autoimmune phenotypes in the provided context. Patient signal: Low‑moderate (52/100) — Patient_LFC_mean = 1.29936 (|LFC|≈1.3) with adjusted p-value = NA; CSC=0, DCS=-1. Functional: Low (45/100) — reproductive/sperm‑related protein with PPI_Degree = 2 and no clear immune function. Clinical: Very low (10/100) — no SLE clinical relevance. Evidence: Very low (10/100) — negligible literature linking to SLE."
PRRT4,1.79597,0.0364613,0.362406,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,PRRT4,,1.79597,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0015096838668187866,Tier 3,0.0015096838668187866,Tier 3,565,26.0,Low,"Disease Specificity: 10 (0-39) — no known lupus association. Patient Signal: 65 (50-69) — |LFC|=1.79597, adj-P=NA, CSC=0, DCS=-1. Functional: 20 (0-29) — PPI_Degree=NA, poorly characterized membrane/neuronal-associated protein. Clinical: 10 (0-29) — no clinical relevance in SLE. Evidence: 10 (0-29) — minimal literature linking to autoimmunity."
FLJ33630,-1.28694,0.0286176,0.329149,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,FLJ33630,,-1.28694,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0008580165757784078,Tier 3,0.0008580165757784078,Tier 3,566,26.0,Low,Disease specificity 20/100 (low — uncharacterized with no lupus-specific annotations). Patient signal 60/100 (|LFC|=1.28694 meets the |LFC|≥1 cutoff; adjusted P-value = NA). Functional 10/100 (PPI_Degree = NA; no known immune function). Clinical 10/100 (no therapeutic or biomarker role). Evidence 10/100 (minimal supporting literature). The gene shows a modest expression shift in the cohort but lacks functional or clinical evidence linking it to SLE.
LOC283194,-2.03739,0.0407693,0.381121,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,LOC283194,,-2.03739,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.001746025390611474,Tier 3,0.001746025390611474,Tier 3,567,26.0,Low,"Disease specificity: 15/100 (no known lupus association; Gene_Score/Disorder_Score = NA). Patient signal: 65/100 (|LFC| = 2.03739, adj P = NA — meets |LFC|≥1 threshold but p-value not reported). Functional: 10/100 (uncharacterized LOC, PPI_Degree = NA). Clinical: 10/100 (no clinical relevance). Evidence: 10/100 (minimal literature). Composite ≈26/100."
C22orf32,-1.14729,0.0400501,0.377363,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,SMDT1,C22orf32;DDDD;EMRE,-1.14729,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0003403538848915792,Tier 3,0.0003403538848915792,Tier 3,568,26.0,Low,"Disease: 20 (0-39) — Gene_Score/Disorder_Score are NA. Patient Signal: 60 (50-69); Patient_LFC_mean=-1.14729, adjusted P=NA. Functional: 10 (0-29) — poorly characterized with no PPI data (PPI_Degree=NA). Clinical: 10 (0-29) — no known SLE clinical relevance. Evidence: 10 (0-29) — minimal/absent support linking to lupus."
NAGPA,-1.41971,0.00876391,0.193624,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,NAGPA,APAA;UCE,-1.41971,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0023525679857324517,Tier 3,0.0023525679857324517,Tier 3,569,26.0,Low,"Disease specificity: 15/100 (not implicated in lupus). Patient signal: 60/100 (|LFC|=1.41971, Patient_adj_P_value=NA). Functional: 20/100 (PPI_Degree=NA, enzymatic processing role). Clinical: 10/100 (no lupus trials/biomarker role). Evidence: 10/100 (minimal autoimmune literature). NAGPA's modest down‑regulation in patients is interesting biologically but there is no disease specificity or clinical grounding for prioritizing in SLE programs."
MESDC1,-2.18961,0.038413,0.368827,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,TLNRD1,MESDC1,-2.18961,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0021087564180432383,Tier 3,0.0021087564180432383,Tier 3,570,26.0,Low,"Disease specificity: 10 (0-39) — not listed among core lupus genes or pathways. Patient signal: 65 (50-69) — Patient_LFC_mean = -2.18961 (|LFC|≥2) but Patient_adj_P_value = NA; CSC = 0, DCS = -1. Functional: 20 (0-29) — PPI_Degree = NA; MESDC1 is not a known immune regulator in lupus programs. Clinical: 10 (0-29) — no current clinical targeting in SLE. Evidence: 10 (0-29) — scant literature linking MESDC1 to SLE."
LRP5L,-1.41363,0.0475074,0.400772,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,LRP5L,,-1.41363,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0006298340968860242,Tier 3,0.0006298340968860242,Tier 3,571,26.0,Low,"Disease: 15 (0-39 — not implicated in lupus / NA Gene_Score). Patient signal: 60 (50-69) — Patient_LFC_mean = -1.41363 (|LFC|≥1), adjusted P = NA, CSC = 0, DCS = -1. Functional: 20 (0-29) — PPI_Degree = NA; LRP5L is poorly characterized relative to immune pathways. Clinical: 10 (0-29) — no clinical significance in SLE. Evidence: 10 (0-29) — negligible lupus-specific literature. Weighted total = 26; confidence rated low."
C7orf61,1.65373,0.0335458,0.349471,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,SPACDR,C7orf61,1.65373,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.001369875657513651,Tier 3,0.001369875657513651,Tier 3,572,26.0,Medium,"Disease specificity: 10 (0-39, no established link to SLE). Patient signal: 75 (70-89) based on Patient_LFC_mean=1.65373, adj_P_value=NA (meets |LFC|≥1.5 threshold though p-value is NA). Functional: 10 (0-29) uncharacterized with no reported PPI_Degree. Clinical: 10 (0-29) no known clinical relevance or targeting. Evidence: 10 (0-29) minimal published support; higher patient LFC gives moderate confidence despite lack of functional/clinical data."
LOC728989,-7.07136,0.0206867,0.285171,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,LOC728989,,-7.07136,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.01320509852402078,Tier 3,0.01320509852402078,Tier 3,573,26.0,Low,Disease specificity: Minimal (5/100) — annotated locus with no known SLE association. Patient signal: Relatively high (80/100) based on large effect size (Patient_LFC_mean = -7.07136) though adj_P_value = NA. Functional: Low (10/100) — uncharacterized locus/no PPI data. Clinical: None (10/100) — no therapeutic or biomarker relevance. Evidence: Minimal (10/100) — little to no literature linking this locus to immune disease.
LOC606724,1.52766,8.74355e-05,0.0209312,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,LOC606724,,1.52766,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.008285111517020922,Tier 3,0.008285111517020922,Tier 3,574,26.0,Low,"Disease specificity: 15/100 (no established lupus link; Gene_Score/Disorder_Score = NA). Patient signal: 68/100 (|LFC| = 1.52766, adj P = NA — modest expression change but p-value missing). Functional: 10/100 (uncharacterized LOC, PPI_Degree = NA). Clinical: 10/100 (no clinical significance). Evidence: 10/100 (minimal literature). Composite ≈26/100."
C4orf46,-1.15071,0.0439601,0.395315,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,C4orf46,RCDG1,-1.15071,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0002571561665986991,Tier 3,0.0002571561665986991,Tier 3,575,26.0,Low,"Disease: 20 (0-39) — no disease-specific scoring (NA). Patient Signal: 60 (50-69); Patient_LFC_mean=-1.15071, adjusted P=NA. Functional: 10 (0-29) — uncharacterized, PPI_Degree=NA. Clinical: 10 (0-29) — no clinical association in SLE. Evidence: 10 (0-29) — minimal literature linking this locus to lupus."
OR13C3,1.80155,0.0370925,0.36458,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,OR13C3,OR37G;OR9-8,1.80155,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,1.0,0.486,0.486,0.006046658480845048,Tier 3,0.006046658480845048,Tier 3,576,26.0,Low,"Disease: 15 (Low, ≤25) — olfactory receptor with no SLE association. Patient signal: 60 (Moderate-low) — |LFC|=1.8016, adj P = NA (−log10(p) unavailable). Functional: 20 (Low) — PPI_Degree=1, unlikely immune function. Clinical: 10 (0-29) — no SLE clinical significance. Evidence: 10 (negligible linkage to lupus in literature)."
LOC150381,1.22631,0.0024897,0.10457,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,LOC150381,,1.22631,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0030791670417611374,Tier 3,0.0030791670417611374,Tier 3,577,26.0,Low,"Disease specificity: Low (20/100, bracket 0-39) with no documented SLE links. Patient signal: Modest (62/100, bracket 50-69) — Patient_LFC_mean=1.22631 (adj P = NA), CSC=0, DCS=-1; expression change meets |LFC|≥1 but p-value is unavailable. Functional: Minimal (10/100, bracket 0-29) — PPI_Degree=NA and uncharacterized. Clinical: Minimal (5/100, bracket 0-29). Evidence: Minimal (5/100, bracket 0-29)."
CYBASC3,-1.00181,0.00681156,0.173181,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,CYB561A3,CYBASC3;LCYTB,-1.00181,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0013996860567245994,Tier 3,0.0013996860567245994,Tier 3,578,26.0,Low,"CYBASC3 has minimal evidence linking it to SLE (Disease: 15/100) and limited functional/network data (PPI degree NA), though it shows a small patient LFC. Patient: 55/100 (50-69), |LFC|=1.00181, adj P=NA; Functional: 30/100 (50-69 borderline but data sparse), PPI_Degree=NA; Clinical: 5/100 (0-29); Evidence: 5/100 (0-29)."
